avgBuildLatency,timeFlag,ageAtCD,totalBuilds,nIssuesOfDockerfile,nLinesOfDockerfile,totalCommits,workflow,baseImage
17.4167,17,0.0203,22,9,27,16,Docker,baseimage
17.417,15,1277.01,0,2.25,19.8333,6221,Circle,cyclus-deps
17.4333,7,0.0381,16,7.5,25.5,4,Docker,docker-jenkins-centos-base
17.44,8,0.0069,0,10,21,64,Circle,docker-perl-app-base
17.4473614,0,112.138,0,5.4,21.35,489,Travis,python
17.491675,4,68.9188,87,10.7143,30.2857,69,Docker,baseimage
17.4976,7,0.0069,0,10,21,64,Circle,docker-perl-app-base
17.50833333,6,0.0013,306,4,15,8,Docker,ubuntu
17.5167,8,0.1349,28,1,67,25,Docker,base
17.5167,11,0.0031,94,2,7,1,Docker,alpine
17.5333,1,160.07,0,1,9,562,Travis,node
17.5333,3,0.0567,13,10,48,3,Docker,alpn-consul
17.54696364,14,0.0031,705,7,15.25,4,Docker,php
17.57855714,9,0.0018,162,2,7,9,Docker,systemd
17.5791625,17,1277.01,0,4,32,6221,Circle,cyclus-deps
17.63668,5,124.152,186,1,79.6667,503,Docker,debian
17.64002,6,0.0037,48,1,13.6,13,Docker,alpine
17.64997778,3,0.0004,137,3,3,1,Docker,prometheus
17.65835,3,0.3458,41,3.5,9.5,19,Docker,spark-base
17.67292917,0,222.737,0,2.1127,14.5,4831,Circle,alpine-java
17.67592222,0,0.0012,18,3.4444,5.1111,18,Docker,latex
17.6833,9,1089.4,0,3,18,417,Circle,openjdk
17.70555556,11,30.8583,1000,6,14,4,Docker,debian
17.729175,2,124.152,186,2.2,26.9,503,Docker,debian
17.74198208,4,0.0069,0,10,21,64,Circle,docker-perl-app-base
17.74783043,2,0.0014,848,4,21.8571,30,Docker,php
17.75936438,14,0.1622,804,4,6,3,Docker,nodejs-bower-grunt
17.77141429,14,0.0058,356,2,15,31,Docker,debian
17.78,18,64.9491,0,1,56.6667,1606,Circle,ubuntu
17.78061224,4,0.0041,295,1,8,58,Docker,kgs
17.8,2,10.3687,21,4,13,10,Docker,ubuntu
17.8167,4,160.07,0,1.5,9.5,562,Travis,node
17.82223333,19,0.0183,143,1,8,21,Docker,alpine
17.825,2,0.0168,95,0.5,5,5,Docker,centos
17.8278,11,2.4295,65,10,18,55,Docker,baseimage
17.8333,11,54.2374,27,4,19.3333,35,Docker,minimal-notebook
17.8333375,1,0.0294,94,2,41.6667,4,Docker,ubuntu
17.849075,6,582.039,0,1,51.4706,4710,Travis,debian
17.85,8,151.209,27,10,45,171,Docker,ubuntu
17.85833333,7,0.003,179,1,20.6667,10,Docker,jenkins-slave
17.88900361,5,582.039,0,1,51.4706,4710,Travis,debian
17.89333,19,2.4295,65,10,18,55,Docker,baseimage
17.90664,17,0.0188,377,2,4,1,Docker,debian
17.9125,3,160.07,0,1.5,9.5,562,Travis,node
17.92083333,4,0.0035,243,1,11.5,27,Docker,alpine
17.94585,7,0.0045,11,8,51,11,Docker,php
17.96732353,12,1277.01,0,1.6667,11.6667,6221,Circle,cyclus-deps
17.9833,9,0.0017,63,9,38,17,Docker,baseimage
18.01444667,1,0,411,2,7,1,Docker,python
18.024664,0,0.0012,95,1.3333,9.3333,3,Docker,alpine
18.03473333,11,0.0032,228,6,16,61,Docker,debian
18.05,7,0.0272,19,2,8,4,Docker,centos
18.05835,11,0.0212,77,4,15,3,Docker,alpine
18.0611,5,31.9798,36,4,36.5,42,Docker,centos
18.075,8,0.0166,69,9,24,7,Docker,ruby23-base
18.08335,6,0.0013,73,0,3,1,Docker,ruby
18.10739722,1,0.0041,295,1,5.5,58,Docker,kgs
18.11428571,22,0.0617,213,1,8,3,Docker,cflinuxfs2
18.127075,1,3.7364,20,7.0714,37.5714,34,Docker,java
18.1778,15,0.0037,48,1,13.6,13,Docker,alpine
18.22290625,8,938.294,224,2,5,340,Docker,base
18.23628235,0,0.0132,151,2.25,18.625,11,Docker,centos
18.2417,7,0.0024,18,1,63.5,25,Docker,ubuntu
18.27692308,8,0.005,32,10,23,25,Docker,baseimage
18.28333333,1,0.5516,17,1,54,19,Docker,fedora
18.28637273,12,1.9021,144,3.7692,20.4615,59,Docker,mercury-depend
18.28801875,19,0.0024,986,1,4,10,Docker,opensuse
18.29112,11,0.0069,0,10,21,64,Circle,docker-perl-app-base
18.31336,3,0.0294,94,2,41.6667,4,Docker,ubuntu
18.33886667,0,0.0272,19,2,8,4,Docker,centos
18.34166667,2,0.0166,69,9,23,7,Docker,ruby23-base
18.34333636,14,0.0029,754,4,8,6,Docker,gitlab-ce
18.34353878,0,0.0104,133,4,7,3,Docker,ubuntu
18.4,1,11.2416,47,9.3333,75.3333,43,Docker,ubuntu
18.41724138,7,0.0017,340,2,8.25,14,Docker,debian
18.42776667,2,0.0034,39,1,28,30,Docker,alpine
18.43789434,9,64.9491,0,2.7778,54.2963,1606,Circle,ubuntu
18.49047143,0,0.0034,39,1,24.5,30,Docker,alpine
18.49047143,4,0.0064,126,5,6,1,Docker,postgres
18.4912619,4,0.0012,95,1.3333,9.3333,3,Docker,alpine
18.5333,19,65.8492,44,2,2,27,Docker,alpine-golang-make-onbuild
18.5417,1,0.0132,35,1,38.6346,124,Docker,alpine
18.5583,17,1116.14,0,0.6667,5,1625,Circle,cyclus
18.57776667,7,3.9063,15,6,30,15,Docker,openjdk
18.6144913,13,0.0031,705,7,15.25,4,Docker,php
18.675,5,0.0073,16,10,72,13,Docker,debian
18.7,6,0.0047,57,3,17,1,Docker,centos
18.708325,0,0.0186,19,5.5,33.5,3,Docker,ubuntu
18.72857143,0,0.0053,84,6,14,12,Docker,docker-bitrise-base
18.75594286,14,64.9491,0,1,57,1606,Circle,ubuntu
18.7614,2,2.7616,106,5,11,165,Docker,nginx
18.76665,4,11.2416,47,10,82.5,43,Docker,ubuntu
18.7859,1,151.886,0,20.4615,41.6923,916,Travis,ubuntu
18.79165,7,11.2416,47,10,88.5,43,Docker,ubuntu
18.82963333,4,0.0132,151,1,14,11,Docker,centos
18.85714286,0,0.8629,25,3.3333,15.3333,36,Docker,perl-golang
18.94824211,10,769.139,0,8.75,23,451,Travis,base
18.95,3,0.0096,19,4,24,22,Docker,baseimage
18.95999,2,0.0064,126,5,6,1,Docker,postgres
18.9611,7,124.152,186,1,78.8,503,Docker,debian
18.96428571,4,0.0022,17,9,35,28,Docker,ubuntu
18.9833,1,0.1041,0,22.2857,27.8571,46,Circle,ubuntu
18.99269375,1,5.0017,87,3,15,107,Docker,java
19.01666842,3,0.1732,229,6,45,44,Docker,baseimage
19.02776667,15,0.028,48,1,3,65,Docker,mu-ruby-template
19.07425455,1,0.0133,0,1,3,158,Circle,jessy
19.0894,23,0.0045,418,3,9,5,Docker,golang
19.10415,4,0.0013,73,0,3,1,Docker,ruby
19.10553333,3,14.1239,97,7,23,27,Docker,atlassian-docker
19.110425,20,141.097,262,12,23,515,Docker,python
19.1291625,1,574.018,48,11.5,16.5,708,Docker,fedora
19.1333,4,0.0703,25,18,76,84,Docker,maven
19.14443333,1,0.0053,318,2,6,7,Docker,debian
19.15833,5,0.1705,24,3,22.5,16,Docker,alpine
19.16157639,13,64.9491,0,1,57,1606,Circle,ubuntu
19.17638333,15,0.0031,705,7,15.25,4,Docker,php
19.197925,19,1277.01,0,4,32,6221,Circle,cyclus-deps
19.21875,10,0.0026,123,4,11,2,Docker,debian
19.229175,1,353.155,110,7,6,489,Docker,anaconda
19.2317381,5,0.0083,243,1,2,2,Docker,node
19.2541625,3,0.0047,57,3,17,1,Docker,centos
19.31666667,0,64.0072,13,5.75,22.75,11,Docker,baseimage
19.3229125,27,0.037,81,1,15.4,28,Docker,alpine
19.345825,2,0.004,35,4,14,2,Docker,docker-bitrise-base
19.371665,6,242.423,0,4,25,581,Travis,alpine
19.3833,4,54.2374,27,3.5,18,35,Docker,minimal-notebook
19.392495,22,1277.01,0,1.3333,7.7778,6221,Circle,cyclus-deps
19.39523571,2,95.0106,31,0.7778,4.2222,65,Docker,alpine
19.4,16,5.0872,14,9,41,18,Docker,apache2-php7
19.41914894,1,0.04,254,2.2727,28.1818,36,Docker,php
19.41950455,4,1153.66,0,2,7,4509,Circle,node
19.432505,6,222.737,0,2.6667,22.6667,4831,Circle,alpine-java
19.45520625,0,480.912,0,4.75,17.5,111,Circle,node
19.46666667,11,0.0045,418,3,9,5,Docker,golang
19.47,5,0.0069,0,10,21,64,Circle,docker-perl-app-base
19.48076538,11,0.0013,306,4,15,8,Docker,ubuntu
19.48181818,0,587.536,60,9.5294,27.1765,21,Docker,debian
19.49585,6,0.0168,95,0.5,5,5,Docker,centos
19.5,11,0.0101,77,6.2143,21.8571,35,Docker,base-debian
19.50245,3,0.0516,354,1,21.5,2,Docker,php
19.5167,5,219.294,0,5,16,162,Circle,core-box
19.5229125,12,0.0032,228,6,16,61,Docker,debian
19.52334,0,0.0097,48,2,3,54,Docker,cedarish
19.52949487,21,1277.01,0,1.3333,7.7778,6221,Circle,cyclus-deps
19.54743077,1,219.294,0,3,20,162,Circle,core-box
19.57291875,6,0.0064,126,5,6,1,Docker,postgres
19.6,13,0.0017,63,9,38,17,Docker,baseimage
19.60751765,9,22.5866,936,1.1429,13.8571,31,Docker,node
19.6083,5,0.0203,22,9,27,16,Docker,baseimage
19.625,23,1277.01,0,2.5,18.5,6221,Circle,cyclus-deps
19.64287143,0,0.1705,24,2,13.25,16,Docker,alpine
19.64923636,2,0.0037,48,1,12,13,Docker,alpine
19.65556667,14,16.2142,347,4.5556,5.1111,32,Docker,nginx
19.65725217,0,0.0545,0,5.5385,37.3077,30,Circle,ubuntu
19.66637679,7,0.0029,754,4,8,6,Docker,gitlab-ce
19.6667,9,222.737,0,2.6667,22.6667,4831,Circle,alpine-java
19.6687375,0,0.0558,18,3.5,5,10,Docker,taiga-back
19.66943333,3,0.0164,108,1,14,16,Docker,alpine
19.6833375,5,30.8583,1000,6,14,4,Docker,debian
19.69122105,5,0.0026,123,4,11,2,Docker,debian
19.7,4,222.737,0,2.6667,22.6667,4831,Circle,alpine-java
19.70577692,3,0.0855,173,1,15.1875,48,Docker,alpine-glibc
19.70835,15,14.1239,97,5,23,27,Docker,atlassian-docker
19.72114615,5,0.0029,754,4,8,6,Docker,gitlab-ce
19.73335,5,0.0115,20,4,11,6,Docker,ubuntu
19.75072941,18,0.0014,848,2.5,22,30,Docker,php
19.78165,20,1277.01,0,1,4.4,6221,Circle,cyclus-deps
19.783325,7,14.1239,97,7,23,27,Docker,atlassian-docker
19.7849561,4,0.0017,340,2,8.25,14,Docker,debian
19.79,6,0.0072,128,2,6,3,Docker,debian
19.8,0,0.1041,0,22.2857,27.8571,46,Circle,ubuntu
19.80835,0,0.0022,17,10,34.3333,28,Docker,ubuntu
19.82072162,3,124.152,186,1.7742,57.5806,503,Docker,debian
19.85416818,9,769.139,0,6,22,451,Travis,base
19.85553333,5,160.07,0,1.5,9.5,562,Travis,node
19.86,3,0.0356,14,2,14,10,Docker,crcbase
19.891675,18,1277.01,0,4,32,6221,Circle,cyclus-deps
19.9,0,0.0023,46,6,62,17,Docker,base
19.91666667,3,0.5667,112,3.6667,17.3333,11,Docker,alpine
19.92128795,12,64.9491,0,1,38,1606,Circle,ubuntu
19.9291625,3,218.499,0,1,12.52,269,Circle,verse
19.9333,27,5.0872,14,9,41,18,Docker,apache2-php7
19.97500833,1,0.5667,112,3.6667,17.3333,11,Docker,alpine
19.99165,9,0.0012,36,5.5,9.5,2,Docker,base-mate
20.00835,13,314.648,50,3,18,45,Docker,alpine
20.00991351,1,0.0537,141,2,9.6667,29,Docker,oracle-jdk
20.01788049,1,0.0014,848,4,21.8571,30,Docker,php
20.01945833,1,176.742,35,4.3333,14.7143,28,Docker,baseimage
20.03821463,7,222.737,0,2.6667,22.6667,4831,Circle,alpine-java
20.05222667,5,769.139,0,12,29.5,451,Travis,base
20.0625,1,0.0358,210,1,8,2,Docker,cflinuxfs2
20.08278,6,0.0029,754,4,8,6,Docker,gitlab-ce
20.108325,6,11.2416,47,10,87,43,Docker,ubuntu
20.13002,1,0.0019,31,19.8,35.6,34,Docker,ubuntu
20.13668,7,769.139,0,12,29.5,451,Travis,base
20.14791964,16,0.0031,705,7,15.25,4,Docker,php
20.15,5,0.0022,17,7,40,28,Docker,ubuntu
20.1625,7,0.0188,377,2,4,1,Docker,debian
20.16666667,1,0.0106,542,6,10,3,Docker,ubuntu
20.2417,16,52.0142,78,2.5,31,62,Docker,alpine
20.24443889,17,0.0031,705,7,15.25,4,Docker,php
20.25,3,0.0203,22,11,28.5,16,Docker,baseimage
20.25,16,64.9491,0,1,65.3333,1606,Circle,ubuntu
20.27915,7,0.052,47,4,14,7,Docker,ubuntu
20.3167,28,141.097,262,17,38,515,Docker,python
20.32381071,2,353.155,110,7,6,489,Docker,anaconda
20.33141154,3,769.139,0,12,29.5,451,Travis,base
20.3333,2,0.1137,0,4,28,46,Travis,ubuntu
20.3667,1,0.0023,46,6,62,17,Docker,base
20.4,1,0.0008,0,7.9,15,401,Circle,docker-perl-app-base
20.40525789,6,64.9491,0,1,32.5,1606,Circle,ubuntu
20.408008,16,1277.01,0,3.3333,31.3333,6221,Circle,cyclus-deps
20.41666,8,222.737,0,2.6667,22.6667,4831,Circle,alpine-java
20.42878182,2,160.07,0,1.5,9.5,562,Travis,node
20.43,7,52.0142,78,2.5,31,62,Docker,alpine
20.4333,2,0.0051,52,18,31,43,Docker,debian
20.4333,6,0.0008,0,7.9,15,401,Circle,docker-perl-app-base
20.4625,1,769.139,0,12,29.5,451,Travis,base
20.4667,12,191.971,0,1.8889,8.5556,200,Circle,docker-tomcat-ffmpeg
20.48880896,5,64.9491,0,1,32.5,1606,Circle,ubuntu
20.54165,1,0.0073,16,9,70,13,Docker,debian
20.558325,4,0.0233,118,5,6,21,Docker,debian
20.590275,10,0.0069,0,10,21,64,Circle,docker-perl-app-base
20.592656,8,769.139,0,6,22,451,Travis,base
20.60640769,1,155.068,0,9.875,13.875,420,Circle,ubuntu
20.61738261,0,1101.1,0,1.3333,4.8333,1188,Travis,plone
20.63260217,4,0.0083,243,1,2,2,Docker,node
20.6712259,14,23.0597,0,2,16,4106,Circle,alpine
20.70368889,0,160.07,0,1,9,562,Travis,node
20.70835,1,0.0617,213,1,8,3,Docker,cflinuxfs2
20.7111,2,219.294,0,3,20,162,Circle,core-box
20.8,16,54.2374,27,4,21.75,35,Docker,minimal-notebook
20.80165,2,11.2416,47,10.2857,79.8571,43,Docker,ubuntu
20.83589615,8,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
20.84,8,0.0053,288,5,12.5,8,Docker,node
20.85,4,2.4295,65,9,16,55,Docker,baseimage
20.891675,7,242.423,0,4,25,581,Travis,alpine
20.89445556,0,0.0043,35,1,19,12,Docker,debian
20.9,10,1.0056,29,18,63,54,Docker,ubuntu
20.920825,21,68.9188,87,17,40,69,Docker,baseimage
20.925,6,0.0223,59,1,8,5,Docker,catalog-docker-base
20.92519535,20,23.0597,0,1.7143,13,4106,Circle,alpine
20.9389,6,3.9063,15,6,29,15,Docker,openjdk
20.9639,7,938.294,224,2,5,340,Docker,base
21.01665,4,645.817,55,10,41,273,Docker,node
21.03089756,0,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
21.03834,2,0.002,187,10,22,1,Docker,apache
21.04047143,0,769.139,0,12,29.5,451,Travis,base
21.04305167,4,22.5866,936,1,14,31,Docker,node
21.04668,3,0.0053,318,2,6,7,Docker,debian
21.08061628,7,0.0083,243,1,2,2,Docker,node
21.0833,12,222.737,0,2.6667,22.6667,4831,Circle,alpine-java
21.1,6,769.139,0,12,29.5,451,Travis,base
21.15,2,769.139,0,12,29.5,451,Travis,base
21.15334,5,0.0021,161,14,27,19,Docker,debian
21.17499375,19,0.0014,848,2.5,22,30,Docker,php
21.18611042,8,23.0597,0,2.1429,7.8571,4106,Circle,alpine
21.23005738,19,23.0597,0,1,2,4106,Circle,alpine
21.30809143,6,0,259,3,24,11,Docker,alpine
21.33939091,0,2.882,61,11,32.1667,12,Docker,alpn-consul
21.4,15,54.2374,27,4,21.75,35,Docker,minimal-notebook
21.41,6,0.0026,167,2,5,2,Docker,nginx
21.4111,15,0.0166,69,9,24,7,Docker,ruby23-base
21.42223333,4,10.3687,21,4,13,10,Docker,ubuntu
21.42795161,9,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
21.44596364,1,1101.1,0,5,7,1188,Travis,plone
21.54482,11,64.9491,0,1,38,1606,Circle,ubuntu
21.55714286,25,0.0085,160,2,36,15,Docker,alpine
21.56665,21,141.097,262,12,23.5,515,Docker,python
21.57776667,2,155.068,0,9.875,13.875,420,Circle,ubuntu
21.589575,12,0.2394,0,21,20,161,Circle,ubuntu-server
21.59425517,6,160.07,0,1,9,562,Travis,node
21.60570526,27,0.0024,768,14,14,15,Docker,python
21.606664,0,169.855,53,3.7778,37.5556,226,Docker,openjdk
21.625,19,0.0018,162,3,5,9,Docker,systemd
21.6389,3,141.097,262,8,10,515,Docker,python
21.6667,23,0,259,2,22,11,Docker,alpine
21.6833,13,54.2374,27,4,21.75,35,Docker,minimal-notebook
21.68984783,4,769.139,0,12,29.5,451,Travis,base
21.72040612,15,23.0597,0,1.6667,9.6667,4106,Circle,alpine
21.74166667,1,0.0013,73,0,3,1,Docker,ruby
21.8,2,0.0296,31,1,18,38,Docker,alpine
21.815835,3,252.925,119,3.9355,18.0968,76,Docker,alpine
21.81665,0,734.907,0,1,26.5,2760,Travis,buildenv
21.81755263,2,0.0083,243,1,2,2,Docker,node
21.82498333,2,61.9695,19,9,21,21,Docker,hadoop-docker
21.93333333,3,0.0168,95,0.5,5,5,Docker,centos
21.94159767,5,1153.66,0,2,7,4509,Circle,node
21.95185556,2,0.0013,73,0,3,1,Docker,ruby
21.995825,11,0.0085,160,3,33,15,Docker,alpine
22.00835,1,6.2188,20,7,20.5,31,Docker,ruby
22.04524286,32,0.0024,768,14,14,15,Docker,python
22.05670109,4,64.9491,0,8.7778,32.6111,1606,Circle,ubuntu
22.1278,8,2.7616,106,5,11,165,Docker,nginx
22.13572857,10,1277.01,0,1.6667,11.6667,6221,Circle,cyclus-deps
22.1729125,20,0.0017,340,2,8.25,14,Docker,debian
22.21250833,7,2.7616,106,5,11,165,Docker,nginx
22.240275,20,16.2142,347,4.5556,5.1111,32,Docker,nginx
22.25513462,4,0.1622,804,4,3,3,Docker,nodejs-bower-grunt
22.26295556,0,2.0215,33,3,7,1,Docker,python
22.3,3,3.9063,15,5,28,15,Docker,openjdk
22.304175,20,0.0358,210,1,8,2,Docker,cflinuxfs2
22.31665,2,0.0023,46,6,62,17,Docker,base
22.32395875,0,151.886,0,20.4615,41.6923,916,Travis,ubuntu
22.35,3,0.1349,28,1,52.2,25,Docker,base
22.3619,6,0.0043,35,1,26,12,Docker,debian
22.36665,22,0.0011,297,5,17,8,Docker,ubuntu
22.37776667,9,0.0703,25,18,87,84,Docker,maven
22.41296667,5,0.0018,162,2,7,9,Docker,systemd
22.41666333,0,0.0021,161,13.25,25.75,19,Docker,debian
22.425,6,0.0703,25,18,82.3333,84,Docker,maven
22.441675,9,0.0043,35,1,26,12,Docker,debian
22.445005,11,0.0358,210,1,8,2,Docker,cflinuxfs2
22.4583,8,61.5269,16,5,24,7,Docker,alpine-base
22.4667,17,0.0183,143,1,8,21,Docker,alpine
22.46904286,5,0.064,115,5,7.3333,5,Docker,ubuntu-php
22.47223333,7,0.0025,79,4,30,11,Docker,debian
22.4749875,23,0.0358,210,1,8,2,Docker,cflinuxfs2
22.5,17,0.003,179,1,20.6667,10,Docker,jenkins-slave
22.61998667,5,938.294,224,2.6667,7,340,Docker,base
22.62668,10,0.0017,60,5.5,55.5,32,Docker,ubuntu
22.62776667,10,0.004,187,1,16,1,Docker,debian
22.63485455,0,0.0472,14,0.7333,16.2667,10,Docker,ubuntu-ruby
22.64414595,3,28.0393,87,1,14,17,Docker,python
22.65555556,5,1271.74,0,7,51,15319,Circle,ubuntu
22.66396351,9,23.0597,0,3,10,4106,Circle,alpine
22.6923,1,16.1885,0,5,38.3333,210,Circle,golang
22.7167,11,0.064,115,5,7.3333,5,Docker,ubuntu-php
22.7333,13,0.0012,13,2,10,1,Docker,archlinux
22.741996,14,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
22.79165,7,371.673,0,2,18,56,Travis,alpine
22.84165,7,151.886,0,20.4615,41.6923,916,Travis,ubuntu
22.85,6,0.0145,15,2.6667,8.6667,16,Docker,jenkins-docker
22.8667,18,5.0872,14,9,41,18,Docker,apache2-php7
22.8916625,2,645.817,55,10,41,273,Docker,node
22.91504065,13,23.0597,0,3.1429,8.9524,4106,Circle,alpine
23,13,0.0017,340,2,8.25,14,Docker,debian
23.00835,5,11.2416,47,10,82.5,43,Docker,ubuntu
23.02666,14,0.0017,60,1,71,32,Docker,ubuntu
23.03056667,7,0.0085,139,5,69,30,Docker,centos
23.04063764,3,64.9491,0,8.7778,32.6111,1606,Circle,ubuntu
23.04668,5,0.0013,306,4,15,8,Docker,ubuntu
23.0667,4,3.9063,15,6,29,15,Docker,openjdk
23.15,17,54.2374,27,4,21.75,35,Docker,minimal-notebook
23.1722,11,0.0043,35,1,40,12,Docker,debian
23.19957373,12,23.0597,0,3,11.3333,4106,Circle,alpine
23.26665,8,0.0017,340,2,8.25,14,Docker,debian
23.2667,15,0,259,2,21,11,Docker,alpine
23.28333099,16,23.0597,0,0.6667,9.3333,4106,Circle,alpine
23.3028,2,6.2188,20,7,20.5,31,Docker,ruby
23.31666667,16,0.0017,63,9,38,17,Docker,baseimage
23.33541667,17,0.0014,848,2.5,22,30,Docker,php
23.34206667,17,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
23.3833,9,0.0031,94,2,7,1,Docker,alpine
23.40302727,0,6.2188,20,7,20.5,31,Docker,ruby
23.4333,3,0.0703,25,18,76,84,Docker,maven
23.4667,15,52.0142,78,2.5,31,62,Docker,alpine
23.47998,1,0.0097,26,11,24,31,Docker,ubuntu
23.5150781,17,23.0597,0,0,6,4106,Circle,alpine
23.53030455,36,0.0024,768,14,14,15,Docker,python
23.55175263,9,0.0059,196,1.3333,4,5,Docker,alpine
23.56993043,13,0.0106,542,6,10,3,Docker,ubuntu
23.62693077,4,0.0053,288,5,12.5,8,Docker,node
23.6279789,6,23.0597,0,1.5,10,4106,Circle,alpine
23.63000167,0,0.0411,88,2,6,3,Docker,frankenlibc
23.6667,17,0.0058,356,2,15,31,Docker,debian
23.67034615,18,23.0597,0,0,6,4106,Circle,alpine
23.6833,5,0.0272,19,2,8,4,Docker,centos
23.716675,4,371.673,0,2,18,56,Travis,alpine
23.7167,9,371.673,0,2,18,56,Travis,alpine
23.72009486,5,23.0597,0,2.0417,8.875,4106,Circle,alpine
23.7389,18,0.003,179,1,20.6667,10,Docker,jenkins-slave
23.74073333,4,0.0168,95,0.5,5,5,Docker,centos
23.75078571,3,1153.66,0,2,7,4509,Circle,node
23.7624875,3,0.001,173,5.6667,15.5,27,Docker,debian
23.8417,6,0.0164,108,1,11,16,Docker,alpine
23.85,9,1.0056,29,15,57,54,Docker,ubuntu
23.85416875,2,1101.1,0,5,7,1188,Travis,plone
23.85625,8,0.0036,280,1.25,13,5,Docker,java
23.87776667,7,0.0703,25,18,82.3333,84,Docker,maven
23.8833,13,0.0037,48,1,13.6,13,Docker,alpine
23.93908276,0,16.1885,0,4.7692,35.3077,210,Circle,golang
24.00401379,6,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
24.00835,8,0.1137,0,4,28,46,Travis,ubuntu
24.0166625,0,0.004,35,4,14,2,Docker,docker-bitrise-base
24.0229125,9,0.0007,190,1.5,18.5,14,Docker,haproxy
24.0312375,10,0.0053,84,11.6,43,12,Docker,docker-bitrise-base
24.0389,0,672.059,25,3.2857,15.2857,196,Docker,node
24.04166667,20,2.4295,65,10,18,55,Docker,baseimage
24.0444381,10,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
24.0859,11,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
24.11896552,18,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
24.14090909,1,1271.74,0,6,29.5556,15319,Circle,ubuntu
24.14394545,3,16.1885,0,5,37,210,Circle,golang
24.1667,12,151.886,0,20.4615,41.6923,916,Travis,ubuntu
24.19165,7,645.817,55,10,41,273,Docker,node
24.20035493,7,1153.66,0,2,7,4509,Circle,node
24.2111,2,371.673,0,3,19,56,Travis,alpine
24.2143,2,0.0177,0,8.3235,19.2353,32,Travis,fedora
24.22825217,6,0.0018,162,2,7,9,Docker,systemd
24.25,11,0.0017,340,2,8.25,14,Docker,debian
24.25516552,6,0.0083,243,1,2,2,Docker,node
24.2667,15,0.5667,112,4,17,11,Docker,alpine
24.27692308,5,0.0132,151,1,14,11,Docker,centos
24.27776667,10,371.673,0,2,17,56,Travis,alpine
24.30301328,10,23.0597,0,2.3158,10.1053,4106,Circle,alpine
24.31852222,1,0.1493,152,4,9.6667,4,Docker,java
24.35372222,4,0.0106,542,6,10,3,Docker,ubuntu
24.3667,20,0,259,2,22,11,Docker,alpine
24.36944167,10,0,259,2,18,11,Docker,alpine
24.370825,15,0.2394,0,21,20,161,Circle,ubuntu-server
24.41733871,6,1.1881,954,3,4,7,Docker,php
24.425,6,114.074,20,5,47,8,Docker,alpine
24.43886667,13,222.737,0,2.6667,22.6667,4831,Circle,alpine-java
24.43958125,0,0.0031,75,4.3333,8.6667,3,Docker,jenkins-build-base
24.45666,14,68.9188,87,17,40,69,Docker,baseimage
24.4833,12,0.0081,19,2,5.5,4,Docker,tools
24.51545887,21,23.0597,0,3.4,16.6,4106,Circle,alpine
24.52436154,7,0.0011,297,5,17,8,Docker,ubuntu
24.54853684,16,0.0014,848,2.5,22,30,Docker,php
24.55214919,22,23.0597,0,0,7,4106,Circle,alpine
24.56355992,11,23.0597,0,2.4444,12.1111,4106,Circle,alpine
24.63111,10,64.9491,0,1,53,1606,Circle,ubuntu
24.64096667,7,0.0053,288,5,12.5,8,Docker,node
24.6889,5,0.0703,25,18.75,78.25,84,Docker,maven
24.7167,3,0.1137,0,4,28,46,Travis,ubuntu
24.7167,11,371.673,0,2,17,56,Travis,alpine
24.73070526,16,30.8583,1000,6,14,4,Docker,debian
24.7333,10,0.1137,0,4,28,46,Travis,ubuntu
24.81538462,3,0.0013,73,0,3,1,Docker,ruby
24.8288,0,124.152,186,0.9615,42.6154,503,Docker,debian
24.84165625,17,0.0017,63,9,38,17,Docker,baseimage
24.86677838,6,1153.66,0,2,7,4509,Circle,node
24.876664,7,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
24.88666667,4,0.1732,229,6,45,44,Docker,baseimage
24.9,3,151.886,0,20.4615,41.6923,916,Travis,ubuntu
24.9119,2,0.3458,41,3,8,19,Docker,spark-base
24.93055833,13,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
25,0,54.2374,27,8.6364,26.8182,35,Docker,minimal-notebook
25.01138636,16,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
25.02719211,12,0.0014,848,3.5,24.625,30,Docker,php
25.0333,1,178.519,11,0,8,4,Docker,alpine
25.04478321,5,1.1881,954,3,4,7,Docker,php
25.04927478,23,23.0597,0,0,7,4106,Circle,alpine
25.11388333,1,13.8249,22,5,24,48,Docker,ubuntu
25.12037778,4,0.5667,112,3.6667,17.3333,11,Docker,alpine
25.15833333,0,0.7877,12,7.1111,35.3333,18,Docker,baseimage
25.20238571,8,0.0072,128,2,6,3,Docker,debian
25.23084019,24,23.0597,0,2.5,25.5,4106,Circle,alpine
25.25,1,2.0215,33,3,7,1,Docker,python
25.2611,2,151.886,0,20.4615,41.6923,916,Travis,ubuntu
