nDockerfileChanges,timeFlag,ageAtCD,totalBuilds,nIssuesOfDockerfile,nLinesOfDockerfile,totalCommits,workflow,baseImage
16,7,0.1731,0,1,35,95,Circle,debian
5,0,224.738,0,2.0833,7,2974,Circle,golang
4,0,0.0058,356,3.8333,15.3333,31,Docker,debian
4,0,0.0162,0,1,12,23,Circle,node
4,14,1.1321,0,2,5.5,82,Circle,python
7,0,0.0077,57,3.5,20.8,59,Docker,jenkernetes
3,0,0.003,15,1,11.6667,22,Docker,dotnet
3,0,0.0031,75,4.3333,8.6667,3,Docker,jenkins-build-base
3,2,0.0036,103,2,16.3333,105,Docker,alpine
3,7,0.0071,17,1,19,11,Docker,java
6,0,0.0131,207,1,14,39,Docker,openjdk
3,9,0.02,28,1,20.6667,22,Docker,java
3,8,0.0376,31,4.625,37.125,26,Docker,ubuntu
3,10,0.0773,296,5,13,226,Docker,debian-debootstrap
3,0,0.1057,152,3,7,22,Docker,mesos
3,11,14.1239,97,6,23,27,Docker,atlassian-docker
9,0,209.99,42,1.6,11.6,39,Docker,alpine
2,0,0.0026,123,4,11,2,Docker,debian
2,6,0.0036,79,11,32.75,60,Docker,debian
2,4,0.0151,13,6,43,10,Docker,debian
2,3,0.0715,27,3,9,12,Docker,mongodb-mms-agent-base
2,9,0.0773,296,6,25,226,Docker,debian-debootstrap
4,5,0.5516,17,1,55.5,19,Docker,fedora
2,2,0.8098,26,0.5,11,26,Docker,golang
2,0,1.0491,0,1,6,34,Circle,node
4,14,5.0292,79,2,8.5,42,Docker,centos
10,2,7.6219,0,28.1111,63,174,Circle,ubuntu
6,0,11.2139,17,2.6667,15.8333,47,Docker,golang
2,5,19.886,29,4,26.5,44,Docker,ubuntu-16-nginx-php-phpmyadmin
8,1,55.7765,57,1,9,92,Docker,golang
2,11,500.026,0,11.5,22.5,85,Circle,diaspora-docker
2,1,642.966,0,3.7692,9.2308,387,Travis,jdkydl
27,0,0.0156,46,6.2308,36.8462,36,Docker,alpine
5,0,0.0171,12,2,19.4,9,Docker,alpine
5,4,296.855,0,8,42.5,141,Travis,baseimage
38,0,0.2394,0,12.2368,14.5263,161,Circle,ubuntu-server
19,0,1.1321,0,2.8421,6.4737,82,Circle,python
3,10,756.17,0,3.6667,18,1022,Circle,javajsbase
3,0,1380.53,0,1,10,336,Circle,ruby
14,2,3.7364,20,7.0714,37.5714,34,Docker,java
7,1,9.0212,0,7,39.8571,248,Circle,centos
8,0,535.883,0,4.75,6.25,534,Circle,cymetric-deps
56,0,1.1459,0,6.0909,28.1091,131,Travis,centos
7,3,0.0203,22,11,28.5,16,Docker,baseimage
11,0,0.7435,25,2.9167,35.5833,17,Docker,php
2,1,0.0007,26,8,19,32,Docker,ubuntu
3,0,0.001,290,3,15.3333,10,Docker,debian
1,0,0.0022,13,1,5,17,Docker,node
1,3,0.0022,13,1,8,17,Docker,node
1,2,0.0024,986,1,4,10,Docker,opensuse
1,2,0.0024,18,1,47,25,Docker,ubuntu
1,11,0.0024,986,1,4,10,Docker,opensuse
1,9,0.0025,79,4,30,11,Docker,debian
1,12,0.0025,79,4,30,11,Docker,debian
1,0,0.0026,167,2,5,2,Docker,nginx
4,27,0.003,14,1,7,13,Docker,alpine
4,0,0.0033,27,6,22.75,18,Docker,ubuntu
1,1,0.0035,12,1,5,1,Docker,node
5,0,0.0036,79,5.6667,12,60,Docker,debian
1,6,0.0048,12,1,26,7,Docker,atlassian-base
1,16,0.0058,356,2,15,31,Docker,debian
1,0,0.0072,128,2,6,3,Docker,debian
4,0,0.0096,19,4,18.5,22,Docker,baseimage
1,0,0.0129,804,1,6,3,Docker,aspnet
1,0,0.0143,18,2.3333,9,8,Docker,maven-test
3,0,0.0184,34,2.6667,9,3,Docker,jenkins
1,0,0.0455,11,1,6,4,Docker,alpine
1,9,0.1057,152,2,9,22,Docker,mesos
3,1,0.1352,245,8,29,44,Docker,golang
3,0,0.1493,152,4,9.6667,4,Docker,java
1,4,0.1732,229,6,45,44,Docker,baseimage
3,0,0.709,0,0,8.8571,48,Circle,node
14,2,0.7498,0,15.2857,36,32,Travis,ubuntu
3,2,0.9345,0,2,20.4286,1123,Circle,centos
2,0,1.3991,0,1.5,5.5,87,Circle,jessiej
2,5,3.9063,15,6,29,15,Docker,openjdk
3,0,5.4865,0,10.8,12,32,Travis,debian
5,4,7.6219,0,41.3636,82.4545,174,Circle,ubuntu
1,2,13.8373,0,2,9,75,Circle,node
4,8,18.5043,19,10,31.5,27,Docker,ubuntu
1,13,19.9171,0,6,8,919,Travis,ubuntu
3,4,23.1293,0,2,5,157,Circle,java
2,13,25.0027,0,0,6.5,81,Circle,nodejs
1,3,28.0393,87,1,14,17,Docker,python
8,2,29.3739,0,2,20.1875,1289,Circle,centos
1,8,31.9798,36,4,37,42,Docker,centos
12,8,64.9491,0,4.6667,26.3333,1606,Circle,ubuntu
1,1,68.9188,87,14,35.0714,69,Docker,baseimage
4,5,71.8883,0,1,67,285,Circle,fedora
2,13,98.0739,0,4,19,55,Circle,node
1,11,182.067,0,0,12,893,Circle,node
4,0,187.126,0,2.125,6.875,601,Circle,python
2,3,204.008,0,8,16,448,Travis,nginx
2,11,204.008,0,8,21,448,Travis,nginx
1,7,267.767,0,1,11,152,Circle,typo3-flow-neos-abstract
3,0,377.098,0,3.4444,9.4444,178,Circle,alpine-node
1,1,386.751,23,4,22.7778,26,Docker,base
1,0,536.937,0,6.6667,26.6667,489,Circle,python
1,7,645.817,55,10,41,273,Docker,node
1,1,756.17,0,1.2222,14.5556,1022,Circle,javajsbase
1,6,1089.4,0,3,18,417,Circle,openjdk
1,3,1211.31,0,4,42,3186,Circle,python
12,2,0.037,41,4,14.1667,37,Docker,java
8,0,8.7011,0,1.3333,7.4444,28,Travis,alpine
7,0,0.2089,23,4,28.8571,8,Docker,systemd-base
14,0,1.0076,0,2.5714,14.0714,95,Circle,jessy
7,0,427.177,0,1,18.8571,300,Travis,node
229,0,12.0513,0,2.7826,13.6618,63,Travis,php
5,1,4.5204,0,1.5556,10.3333,118,Circle,alpine-node
5,0,62.0019,35,2,25.1429,100,Docker,php7-fpm
9,0,0.0313,30,3.0339,11.9153,96,Docker,elasticsearch
25,13,1277.01,0,1.96,18.6,6221,Circle,cyclus-deps
4,0,0.0021,161,13.25,25.75,19,Docker,debian
4,0,2.8878,0,7,21,47,Travis,java
4,0,10.3687,21,4,12,10,Docker,ubuntu
4,3,10.3687,21,4,13,10,Docker,ubuntu
7,0,0.0004,31,2.7778,13,12,Docker,node
7,0,68.9188,87,14,35.0714,69,Docker,baseimage
3,0,0.0044,23,5,11.6667,14,Docker,ubuntu
3,4,7.7354,0,1,32,48,Travis,alpine
5,1,0.0655,21,3.2,12.4,15,Docker,centos
5,5,1.275,31,7,38,27,Docker,ubuntu
5,0,3.5673,0,2.2857,11.1429,126,Circle,node
7,0,0.0024,18,2.4286,25.4286,25,Docker,ubuntu
16,0,0.0165,26,1,44.375,41,Docker,openjdk
18,3,526.864,0,0.7273,6.0909,479,Travis,ubuntu
15,4,146.595,0,6,19.9333,273,Travis,websphere-liberty
4,0,0.0022,56,4.25,14.5,55,Docker,alpine
2,12,0.0638,182,4,21,49,Docker,baseimage-oraclejdk
2,1,1.1321,0,2.8421,6.4737,82,Circle,python
2,12,2.4782,0,2,7,40,Circle,result-processing
6,4,7.0563,0,3,18,130,Circle,alpine-base
2,6,19.886,29,4,30.5,44,Docker,ubuntu-16-nginx-php-phpmyadmin
4,8,92.7464,0,1,26.5,924,Travis,fpm-nginx
2,0,267.767,0,4.25,8.25,152,Circle,typo3-flow-neos-abstract
2,9,618.774,0,1.5,5.5,418,Circle,busybox
4,5,1271.74,0,7,51,15319,Circle,ubuntu
19,0,3.7364,20,3.4737,21.8947,34,Docker,java
32,0,0.0451,38,1,35.75,40,Docker,ubuntu
3,4,0.0049,0,1,72,57,Travis,alpine
3,1,0.0056,22,5,14.6667,29,Docker,zulu-openjdk
3,1,502.981,0,4,15.3333,365,Travis,python
6,10,938.294,224,3.1429,12.4286,340,Docker,base
13,13,1.9021,144,3.7692,20.4615,59,Docker,mercury-depend
43,10,64.9491,0,1,53,1606,Circle,ubuntu
4,7,0,0,7,19,125,Circle,build
4,0,0.0296,31,1,16.6,38,Docker,alpine
4,0,0.1307,0,1.25,6.75,34,Circle,result-processing
4,22,16.2142,347,7,22,32,Docker,nginx
5,0,0.0933,36,2,16.4,6,Docker,alpine
5,14,433.042,0,4.2,10.4,823,Travis,golang
26,0,23.0597,0,4.129,7.8387,4106,Circle,alpine
7,0,0.159,0,3,7,80,Circle,alpine
7,5,526.864,0,1,6.6667,479,Travis,ubuntu
7,12,786.55,0,6,21,2304,Travis,php
1,15,0.0014,17,1,9,24,Docker,alpine
8,0,0.0039,17,4.25,25.375,17,Docker,ubuntu
4,3,0.0044,23,7,17.5,14,Docker,ubuntu
1,0,0.0104,133,4,7,3,Docker,ubuntu
5,0,0.013,34,0.5,8.5,27,Docker,node
1,1,0.0411,88,3,11,3,Docker,frankenlibc
2,8,0.0537,141,2,10,29,Docker,oracle-jdk
2,15,0.0595,0,2.5,7,135,Circle,node
2,10,0.0965,0,2,14,85,Circle,centos
1,6,0.1307,0,1,6,34,Circle,result-processing
1,0,0.1948,11,5,7,1,Docker,ubuntu
2,0,0.9334,23,0,9,23,Docker,elasticsearch
3,2,1.1459,0,4.3333,12,131,Travis,centos
1,5,1.2714,13,1,17,8,Docker,ubuntu
2,1,1.3458,21,7,33,17,Docker,jenkins-master
8,0,1.9942,0,7,21.75,153,Circle,debian
1,5,4.8695,0,0,9,110,Circle,golang
5,18,7.0563,0,3,18,130,Circle,alpine-base
8,0,13.5809,0,4.9231,13.1538,161,Circle,baseimage
3,4,14.0272,19,1,35.2857,61,Docker,ubuntu
2,3,17.2326,0,2,5,26,Circle,golang
1,19,19.93,0,2,40,88,Circle,alpine
1,21,19.93,0,2,43,88,Circle,alpine
1,0,30.0052,0,1,7,67,Circle,nginx
2,2,37.9263,0,2,7,133,Travis,nginx-template-image
7,0,52.0142,78,2.1429,31,62,Docker,alpine
2,15,97.8665,0,0,32.5,52,Circle,alpine
4,0,151.091,0,3.75,9.25,55,Travis,nginx
2,0,212.258,0,0.8333,3.6667,155,Circle,nginx
4,2,217.199,0,3,13.8,400,Travis,websphere-liberty
1,0,286.854,0,2,5,355,Travis,busybox
1,5,314.648,50,3,16,45,Docker,alpine
1,0,353.155,110,7,6,489,Docker,anaconda
4,7,432.097,0,2,12,393,Travis,python
1,0,513.509,0,1.1111,4.7778,151,Travis,java
18,2,582.039,0,1.8571,69.381,4710,Travis,debian
2,0,621.278,0,0,7,462,Travis,java
1,0,642.134,0,0.5,6.5,239,Circle,java
1,0,745.745,0,1,6,171,Circle,golang
2,2,1101.1,0,5,7,1188,Travis,plone
21,0,0.003,17,1,19.2381,25,Docker,ubuntu
12,12,526.864,0,0.6667,6,479,Travis,ubuntu
17,3,6.7559,0,4,19.5,69,Travis,openjdk
75,14,3.4829,0,2.6933,42.8533,222,Circle,base-jdk
8,0,1.4688,32,1.25,10.5,42,Docker,node
7,0,164.087,0,0,9.5714,876,Circle,node
5,0,521.417,0,1,10.5,141,Travis,node
18,0,12.9248,0,11.0909,14.1364,121,Travis,java
4,0,0.0132,151,2.25,18.625,11,Docker,centos
4,0,2.4295,65,9,17,55,Docker,baseimage
8,5,7.6219,0,41.3636,82.4545,174,Circle,ubuntu
4,7,424.04,0,6.25,19.25,75,Travis,buildroot_basic
3,2,220.16,0,4.3333,17,91,Circle,core-box
3,0,220.475,0,3.8,8.4,609,Circle,meteor-base
3,0,303.244,14,3,12.75,17,Docker,python
3,6,491.425,0,0,12,164,Circle,node
13,0,0.139,0,2.4615,11.0769,14,Travis,alpine
7,3,60.9955,0,0,6.2857,376,Travis,alpine-node
9,0,12.0208,0,0.6667,5.7778,114,Circle,tomcat
2,0,0.0013,306,4,9.5,8,Docker,ubuntu
2,9,0.0043,35,1,26,12,Docker,debian
4,0,0.0113,0,1,9,39,Circle,golang
2,0,0.0253,12,2,11,8,Docker,alpine
2,0,0.0278,0,4,11.25,20,Travis,python
2,0,0.0542,22,1,11,17,Docker,debian
42,1,0.0773,296,39.6429,133.643,226,Docker,debian-debootstrap
8,0,0.3802,25,0.125,14.875,9,Docker,alpine
2,0,1.9494,0,3,7,31,Travis,node
4,8,4.5204,0,2,15.25,118,Circle,alpine-node
2,7,34.8089,48,1,18,22,Docker,node
2,7,62.2769,39,3.8333,18.5,31,Docker,elasticsearch
2,0,79.9721,0,6,12,126,Travis,golang
2,0,98.0739,0,4,9.5,55,Circle,node
2,13,204.008,0,6,17,448,Travis,nginx
2,0,386.751,23,4,22.7778,26,Docker,base
35,0,0.1732,229,5.0588,27.6765,44,Docker,baseimage
11,1,0,0,21,71.7143,62,Circle,php
11,0,0.0141,28,4.1818,15.8182,15,Docker,ubuntu
11,1,0.0855,173,1,15.1875,48,Docker,alpine-glibc
9,0,200.961,0,3.7778,15.6667,762,Circle,alpine-glibc
12,10,124.152,186,2.1579,26.8421,503,Docker,debian
5,10,0.0033,27,7,28.6667,18,Docker,ubuntu
5,5,7.0563,0,3,18,130,Circle,alpine-base
5,0,855.777,0,7.7778,11.2222,330,Circle,java
3,11,0.0035,243,1,14.6667,27,Docker,alpine
3,0,0.0045,418,3,9,5,Docker,golang
3,0,0.0963,0,1,7,21,Circle,golang
3,0,25.0027,0,0.8889,8.1111,81,Circle,nodejs
21,0,900.704,0,0.2381,14.8095,1848,Circle,php
8,0,0.0056,22,3.25,11.625,29,Docker,zulu-openjdk
8,15,7.0563,0,3,18,130,Circle,alpine-base
14,1,0.0129,74,10.8333,23.3333,112,Docker,ubuntu
5,0,0.0703,25,13.28,61.4,84,Docker,maven
5,11,12.8416,0,2,36.8,442,Circle,alpine
5,0,55.7765,57,1.4545,9.5455,92,Docker,golang
116,0,526.864,0,2.0497,8.8261,479,Travis,ubuntu
10,1,0.0177,0,5.5714,12.7857,32,Travis,fedora
1,0,0,411,2,7,1,Docker,python
2,7,0.0017,60,5,41,32,Docker,ubuntu
4,0,0.0019,0,4,8.8,15,Circle,java
1,4,0.0024,768,17,19,15,Docker,python
1,0,0.0031,94,2,7,1,Docker,alpine
1,4,0.0032,24,6,16,21,Docker,centos
2,0,0.0039,78,2.5,7,8,Docker,openjdk
3,0,0.0052,20,4,18.6667,6,Docker,ruby
3,0,0.0053,84,6,14,12,Docker,docker-bitrise-base
1,0,0.0058,133,4,7,2,Docker,ubuntu
1,0,0.0081,19,2,5.5,4,Docker,tools
1,6,0.0085,160,3,13,15,Docker,alpine
9,0,0.0139,0,1,21,6,Travis,python
1,1,0.0183,15,5.8333,7.1667,13,Docker,oracle-java
1,16,0.0183,143,1,8,21,Docker,alpine
2,0,0.0246,82,2,9,110,Docker,ubuntu
3,0,0.04,254,2.8333,19.1667,36,Docker,php
4,7,0.0545,0,5.5,33,30,Circle,ubuntu
3,0,0.2366,19,1,12,14,Docker,python
1,1,0.7435,25,2.9167,35.5833,17,Docker,php
7,0,3.493,0,1.2857,12,80,Circle,node
2,0,8.5805,0,3,8,31,Circle,nodejs
2,15,17.2326,0,1,8,26,Circle,golang
2,4,22.5866,936,1,14,31,Docker,node
1,5,23.1062,143,1,37,239,Docker,ubuntu
1,2,27.9552,0,1,9,111,Travis,python
5,6,37.9017,0,0,7,82,Circle,nodejs
1,6,37.9807,0,4,14,108,Circle,baseimage
2,1,60.9955,0,0,7.75,376,Travis,alpine-node
2,0,73.0325,0,2,4.4,577,Travis,nginx
2,4,200.961,0,3,12,762,Circle,alpine-glibc
2,1,222.737,0,2.1127,14.5,4831,Circle,alpine-java
1,1,224.962,0,3,12,321,Travis,websphere-liberty
2,2,224.962,0,3,12,321,Travis,websphere-liberty
2,3,534.806,0,7,18,140,Circle,ubuntu
1,10,855.777,0,1,5,330,Circle,java
7,0,1059.15,0,2.7143,6.7143,17849,Circle,build_env
9,0,3.7266,22,3.4444,22.1111,14,Docker,php
17,2,0.0049,0,2.0588,21.2941,57,Travis,alpine
11,0,62.9529,0,1.625,10.0625,166,Circle,python
9,0,0.003,179,1,20.6667,10,Docker,jenkins-slave
4,3,0.0017,63,8.75,35.25,17,Docker,baseimage
4,0,0.0036,103,3.75,18,105,Docker,alpine
4,0,0.0282,17,4.8,24.8,5,Docker,ubuntu
4,6,82.9521,0,1,7.5,927,Travis,lewis-depends
13,0,1.0056,29,15.6429,52.8571,54,Docker,ubuntu
12,2,0.0022,56,0.3182,14.3636,55,Docker,alpine
3,4,0.0097,26,9,23,31,Docker,ubuntu
3,0,0.0115,20,4,11,6,Docker,ubuntu
6,0,0.1041,0,22.2857,27.8571,46,Circle,ubuntu
3,0,1.8103,0,0,12.6667,54,Circle,node
3,0,2.1497,0,4.6667,14.3333,47,Circle,core-box
7,0,6.9966,19,1.5714,12.5714,39,Docker,golang
4,0,0,0,4.25,13.75,125,Circle,build
4,0,0.0043,22,3.5,12,22,Docker,nginx-php-fpm
2,1,0.0115,20,4,11,6,Docker,ubuntu
2,14,0.023,22,11,18,50,Docker,ubuntu
2,0,0.7811,32,2,11.5,24,Docker,ubuntu-perl-phatch
8,1,6.7559,0,1,10.3333,69,Travis,openjdk
6,0,17.7201,0,1,13,116,Circle,node
4,0,19.93,0,2.6,13.6,88,Circle,alpine
2,0,25.4439,0,2,6.5,32,Circle,scratch
2,1,73.9178,0,2,13.5,49,Circle,alpine
2,1,226.178,0,6,15,342,Travis,websphere-liberty
16,0,1.6989,0,7.875,41.7083,83,Circle,restweb
7,0,0.0017,63,7,38.75,17,Docker,baseimage
8,0,0.0638,182,4,17.3333,49,Docker,baseimage-oraclejdk
11,0,0.0072,14,6.1818,27.0909,17,Docker,ubuntu
3,0,0.0034,39,1,24.5,30,Docker,alpine
3,0,0.0101,77,6.2143,21.8571,35,Docker,base-debian
3,0,10.2867,0,3,7.3333,55,Circle,nodejs
30,3,0.8634,199,8,49,42,Docker,d-apache-openssl
26,0,0.1352,245,8.4286,22.7143,44,Docker,golang
9,7,0.0057,0,6,29,41,Circle,debian
2,0,0.0059,0,1,9,24,Circle,golang
1,0,0.0064,126,5,6,1,Docker,postgres
1,0,0.0083,13,1.5,10,7,Docker,node
1,6,0.0093,15,8,20,11,Docker,jenkins
4,1,0.0155,0,2,17,9,Travis,rpi-alpine
1,4,0.0319,36,8,25,16,Docker,d-node
4,1,0.0632,0,2,17,8,Travis,rpi-alpine
1,4,0.1,13,4,5,18,Docker,dind
2,0,0.1751,330,9.5,11.5,4,Docker,nginx
5,5,0.2394,0,22,29.6667,161,Circle,ubuntu-server
4,1,0.555,0,2,17,28,Travis,rpi-alpine
1,0,0.8822,0,2,7,57,Circle,nodejs
3,0,5.0292,79,3.3333,12.6667,42,Docker,centos
3,10,7.0563,0,3,18,130,Circle,alpine-base
4,1,14.0272,19,1,30.5,61,Docker,ubuntu
2,4,71.8883,0,1,59,285,Circle,fedora
2,23,71.8883,0,1,37,285,Circle,fedora
4,4,76.2529,0,1,4,48,Circle,alpine
2,9,76.2529,0,1,4,48,Circle,alpine
2,16,76.2529,0,1,4,48,Circle,alpine
1,21,76.2529,0,1,4,48,Circle,alpine
1,0,110.195,0,0.75,38.75,386,Circle,python
4,2,146.595,0,6,14.8,273,Travis,websphere-liberty
4,0,167.098,0,1,11.5,141,Travis,scratch
10,4,217.199,0,3,19,400,Travis,websphere-liberty
8,2,493.228,0,7.5,16.6,266,Circle,meteor-base
1,12,841.838,0,2,7,436,Circle,node
1,0,901.904,0,2,7,372,Circle,node
1,1,955.066,0,2,7,609,Circle,node
25,14,209.99,42,2.9231,18.9231,39,Docker,alpine
7,5,0.1352,245,8,27,44,Docker,golang
5,0,701.089,0,8.1667,9.5,832,Travis,golang
4,0,8.4219,129,1.8571,31.1429,41,Docker,alpine-glibc
11,0,3.7996,0,5.6364,10.2727,53,Circle,ruby
3,0,734.948,0,6,10,144,Circle,openjdk
9,0,0.0545,0,5.5385,37.3077,30,Circle,ubuntu
2,0,0.0086,24,5,10,6,Docker,ubuntu
2,22,21.8894,0,1,10,364,Circle,alpine
2,0,60.9955,0,0,5,376,Travis,alpine-node
4,0,131.033,0,1,6.5,47,Travis,node
12,0,896.422,0,2.9231,19.4615,2981,Travis,base
9,0,1277.01,0,2.1111,16.3333,6221,Circle,cyclus-deps
51,0,9.0212,0,4.9483,17.8793,248,Circle,centos
52,12,3.4829,0,4.2857,42.4286,222,Circle,base-jdk
3,0,0.0164,108,1,15.6667,16,Docker,alpine
3,0,54.2374,27,8.6364,26.8182,35,Docker,minimal-notebook
10,0,27.9165,33,1.5,30.4,38,Docker,alpine-nginx
8,0,11.9712,0,0,9.75,973,Circle,node
13,1,0.02,28,1,24.6667,22,Docker,java
38,19,938.294,224,4.0789,18.8158,340,Docker,base
3,0,0.0012,95,1.3333,9.3333,3,Docker,alpine
2,3,0.0019,11,3,13,9,Docker,node
5,5,0.0022,56,0.8,12.8,55,Docker,alpine
1,6,0.0025,79,4,30,11,Docker,debian
1,1,0.0029,248,1,8,2,Docker,tomcat
1,7,0.0032,24,6,16,21,Docker,centos
4,0,0.0035,21,3.6667,21.3333,14,Docker,debian
2,1,0.0039,17,5,25,17,Docker,ubuntu
1,6,0.0043,35,1,26,12,Docker,debian
1,9,0.0044,23,6,20,14,Docker,ubuntu
1,5,0.0085,139,5,64,30,Docker,centos
11,0,0.009,267,3.1538,29.4615,24,Docker,ubuntu
4,0,0.0091,0,6.3636,34,42,Travis,ubuntu
3,1,0.0143,18,3,11,8,Docker,maven-test
1,0,0.0249,64,1,7,13,Docker,catalog-docker-base
1,4,0.0263,109,3,3,4,Docker,node
2,10,0.0545,0,7,47,30,Circle,ubuntu
1,4,2.882,61,11,33,12,Docker,alpn-consul
1,3,3.9063,15,5,28,15,Docker,openjdk
1,3,4.5204,0,2,12.75,118,Circle,alpine-node
4,17,7.6219,0,17.625,72.7083,174,Circle,ubuntu
11,1,8.0164,0,3.5714,37.2857,197,Travis,ubuntu
1,1,28.0393,87,1,14,17,Docker,python
1,0,30.8876,0,1,8,58,Travis,java
1,0,42.0784,0,1,8.2,71,Circle,golang
1,12,70.3905,0,2,8,179,Travis,docker-rails
1,12,71.8883,0,1,69,285,Circle,fedora
1,14,82.3704,0,0,10,71,Circle,node
2,0,139.956,0,0,8,363,Circle,busybox
1,0,191.968,0,4,10,209,Travis,debian
2,4,219.294,0,5,16,162,Circle,core-box
1,9,311.624,0,1,24,140,Travis,alpine
2,1,521.417,0,1,10.5,141,Travis,node
1,2,758.624,0,2,9,256,Travis,golang
7,4,0,0,3.8571,14.4286,125,Circle,build
6,9,0.0085,160,3,33,15,Docker,alpine
4,0,0.0489,14,19.0714,31.8571,18,Docker,ubuntu
3,0,0.0578,54,1.3333,10,87,Docker,ubuntu
6,0,133.589,25,3.1163,16.5814,89,Docker,base
5,0,0.0319,36,3.5714,18.2857,16,Docker,d-node
20,0,124.152,186,0.9615,42.6154,503,Docker,debian
8,2,0.0097,26,9.4286,23.5714,31,Docker,ubuntu
2,1,0.0098,77,8,85,79,Docker,php
4,3,0.4726,0,6,31.25,42,Travis,chrome-headless-browser
2,7,0.7883,20,3.5,14.5,10,Docker,debian
4,0,0.9189,18,3.4,28.6,13,Docker,alpine
2,0,155.068,0,9.875,13.875,420,Circle,ubuntu
2,0,342.655,0,3,7,275,Circle,meteor-base
2,0,433.042,0,6.5,14,823,Travis,golang
15,0,0.0472,14,0.7333,16.2667,10,Docker,ubuntu-ruby
7,1,0.0043,22,4.8889,15.5556,22,Docker,nginx-php-fpm
21,2,9.0212,0,4.2,40.6,248,Circle,centos
30,3,0.0246,82,3.75,115.583,110,Docker,ubuntu
3,0,708.75,0,4.25,20.375,99,Travis,alpine
4,1,3.4829,0,6,32.625,222,Circle,base-jdk
9,0,191.971,0,1.8889,8.5556,200,Circle,docker-tomcat-ffmpeg
7,0,1089.4,0,1.8571,15,417,Circle,openjdk
1,0,0.0012,13,2,10,1,Docker,archlinux
2,8,0.0024,18,1,63.5,25,Docker,ubuntu
1,13,0.003,14,1,7,13,Docker,alpine
2,21,0.0036,79,22.3333,50.3333,60,Docker,debian
1,0,0.0041,11,4,10,4,Docker,debian
2,2,0.0047,81,5,30,15,Docker,jenkins
1,6,0.0058,19,10,27,18,Docker,ubuntu
1,0,0.0112,14,5,9,15,Docker,node
2,5,0.0171,21,5,17,29,Docker,ubuntu
7,0,0.0172,30,1,14.5714,19,Docker,docker-yafrabase
2,0,0.022,12,1,12,8,Docker,tomcat
1,0,0.0324,0,1,7,70,Travis,node
1,0,0.0411,88,2,6,3,Docker,frankenlibc
1,0,0.1,0,2,9,3,Travis,devel
1,2,0.1232,0,3,5,194,Circle,nginx
4,18,0.1232,0,4,19.5,194,Circle,nginx
1,0,1.5431,0,1,8,38,Circle,ruby-base
3,0,3.3336,0,2.6667,10.3333,103,Circle,maven
2,22,7.6219,0,14,73,174,Circle,ubuntu
1,13,8.7011,0,0,18,28,Travis,alpine
2,8,16.1885,0,5,37,210,Circle,golang
1,2,19.93,0,0,17,88,Circle,alpine
1,3,20.9747,0,2,8.5,69,Circle,alpine
1,2,22.912,22,7,21,30,Docker,python
1,2,25.0743,0,3,5,323,Circle,nginx
3,1,39.9654,254,2,15.4,41,Docker,centos
1,0,95.0106,31,0.7778,4.2222,65,Docker,alpine
2,0,131.586,0,2,6.625,178,Circle,node
2,3,281.928,0,5,17,126,Circle,core-box
1,2,539.112,0,5,10,108,Circle,node
7,5,786.55,0,3.6667,14.8333,2304,Travis,php
1,10,1392.17,0,1,5,876,Travis,scratch
5,0,0.001,12,12,38.2,12,Docker,debian
5,0,28.0393,87,1,11.75,17,Docker,python
5,4,226.178,0,6,19.6,342,Travis,websphere-liberty
19,0,721.256,0,4.25,19.3,4412,Circle,base
11,0,0.7498,0,9.1818,26.1818,32,Travis,ubuntu
3,9,209.99,42,2,12,39,Docker,alpine
3,0,645.817,55,7.3333,29.7778,273,Docker,node
6,0,1609.01,0,11.3333,29.6667,164,Travis,debian
4,0,0.0007,26,8,18.2,32,Docker,ubuntu
2,0,0.0035,243,1,11.5,27,Docker,alpine
2,2,0.0051,52,18,31,43,Docker,debian
4,0,0.1705,24,2,13.25,16,Docker,alpine
2,2,60.9955,0,0,7.75,376,Travis,alpine-node
4,0,73.9178,0,3.8,10.4,49,Circle,alpine
9,0,0.9339,77,3.7778,15.6667,102,Docker,rai
5,4,582.039,0,1,51.4706,4710,Travis,debian
3,0,0.7265,575,1,17.3333,8,Docker,java
3,0,5.3457,14,1,12,6,Docker,ubuntu
10,0,0.0077,21,1.8571,40.5714,25,Docker,alpine
7,0,8.3907,0,5,13,102,Circle,node
11,0,1043.6,12,10.9286,15.5714,25,Docker,debian
4,16,4.5204,0,1,22.25,118,Circle,alpine-node
5,10,0.0053,84,11.6,43,12,Docker,docker-bitrise-base
5,0,39.0562,0,8,17.6,701,Circle,slidehub-base
5,16,721.256,0,1,8,4412,Circle,base
5,17,721.256,0,1,8,4412,Circle,base
1,9,0.0039,78,4,6,8,Docker,openjdk
1,3,0.0077,57,7,27,59,Docker,jenkernetes
4,13,0.023,22,8.75,20.25,50,Docker,ubuntu
3,0,0.0356,14,1,24.3333,10,Docker,crcbase
1,0,0.1232,0,4,8,194,Circle,nginx
6,0,0.5561,0,6.2195,20.8537,140,Travis,apache-php
4,13,1.1321,0,2,5.5,82,Circle,python
1,4,6.7559,0,11.8333,42.6667,69,Travis,openjdk
9,0,7.9905,0,2.8,14.5,244,Circle,basebottle
3,9,9.0212,0,5,50,248,Circle,centos
2,17,14.898,0,1,17,164,Travis,golang
1,10,16.1885,0,5,37,210,Circle,golang
1,17,16.1885,0,5,37,210,Circle,golang
2,0,25.0743,0,4,8,323,Circle,nginx
